session_id,segment_id,load_kg,data_origin
20260811_182606_294,128,4944.7,synthetic_debug_fixture
20260811_182606_294,129,5032.7,synthetic_debug_fixture
20260811_182606_294,130,4827.9,synthetic_debug_fixture
20260811_182606_294,131,5198.6,synthetic_debug_fixture
20260811_182606_294,132,5018.3,synthetic_debug_fixture
20260811_182606_294,133,4762.7,synthetic_debug_fixture
20260811_182606_294,134,4834.0,synthetic_debug_fixture
20260811_182606_294,135,5072.9,synthetic_debug_fixture
20260811_182606_294,136,5157.1,synthetic_debug_fixture
20260811_182606_294,137,5363.0,synthetic_debug_fixture
20260811_182606_294,138,5522.3,synthetic_debug_fixture
20260811_182606_294,139,5025.4,synthetic_debug_fixture
20260811_182606_294,140,4738.7,synthetic_debug_fixture
20260811_182606_294,141,4502.1,synthetic_debug_fixture
20260811_182606_294,142,4945.5,synthetic_debug_fixture
20260811_182606_294,143,4720.5,synthetic_debug_fixture
20260811_182606_294,144,4779.2,synthetic_debug_fixture
20260811_182606_294,145,4723.6,synthetic_debug_fixture
20260811_182606_294,146,4796.2,synthetic_debug_fixture
20260811_182606_294,147,5009.9,synthetic_debug_fixture
20260811_182606_294,148,4817.3,synthetic_debug_fixture
20260811_182606_294,149,4738.5,synthetic_debug_fixture
20260811_182606_294,150,4551.9,synthetic_debug_fixture
20260811_182606_294,151,4410.9,synthetic_debug_fixture
20260811_182606_294,152,4620.6,synthetic_debug_fixture
20260811_182606_294,153,4685.2,synthetic_debug_fixture
20260811_182606_294,154,5016.4,synthetic_debug_fixture
20260811_182606_294,155,4683.4,synthetic_debug_fixture
20260811_182606_294,156,4828.5,synthetic_debug_fixture
20260811_182606_294,157,4525.3,synthetic_debug_fixture
20260811_182606_294,158,4374.9,synthetic_debug_fixture
20260811_182606_294,159,4398.4,synthetic_debug_fixture
20260811_182606_294,160,4425.8,synthetic_debug_fixture
20260811_182606_294,161,4954.9,synthetic_debug_fixture
20260811_182606_294,162,4369.8,synthetic_debug_fixture
20260811_182606_294,163,4669.8,synthetic_debug_fixture
20260811_182606_294,164,4316.7,synthetic_debug_fixture
20260811_182606_294,165,4650.3,synthetic_debug_fixture
20260811_182606_294,166,4526.7,synthetic_debug_fixture
20260811_182606_294,167,4404.1,synthetic_debug_fixture
20260811_182606_294,168,4407.7,synthetic_debug_fixture
20260811_182606_294,169,4271.3,synthetic_debug_fixture
20260811_182606_294,170,4464.2,synthetic_debug_fixture
20260811_182606_294,171,4272.8,synthetic_debug_fixture
20260811_182606_294,172,4106.5,synthetic_debug_fixture
20260811_182606_294,173,4078.2,synthetic_debug_fixture
20260811_182606_294,174,4338.5,synthetic_debug_fixture
20260811_182606_294,175,4590.4,synthetic_debug_fixture
20260811_182606_294,176,4300.0,synthetic_debug_fixture
20260811_182606_294,177,4228.6,synthetic_debug_fixture
20260811_182606_294,178,4288.5,synthetic_debug_fixture
20260811_182606_294,179,4466.7,synthetic_debug_fixture
20260811_182606_294,180,4240.6,synthetic_debug_fixture
20260811_182606_294,181,4102.2,synthetic_debug_fixture
20260811_182606_294,182,4376.2,synthetic_debug_fixture
20260811_182606_294,183,4229.0,synthetic_debug_fixture
20260811_182606_294,184,4424.6,synthetic_debug_fixture
20260811_182606_294,185,4148.1,synthetic_debug_fixture
20260811_182606_294,186,3861.2,synthetic_debug_fixture
20260811_182606_294,187,3817.2,synthetic_debug_fixture
20260811_182606_294,188,4380.5,synthetic_debug_fixture
20260811_182606_294,189,4378.4,synthetic_debug_fixture
20260811_182606_294,190,3997.1,synthetic_debug_fixture
20260811_182606_294,191,3942.3,synthetic_debug_fixture
20260811_182606_294,192,4280.9,synthetic_debug_fixture
20260811_182606_294,193,3772.5,synthetic_debug_fixture
20260811_182606_294,194,3798.1,synthetic_debug_fixture
20260811_182606_294,195,4078.6,synthetic_debug_fixture
20260811_182606_294,196,3864.7,synthetic_debug_fixture
20260811_182606_294,197,3925.0,synthetic_debug_fixture
20260811_182606_294,198,3880.4,synthetic_debug_fixture
20260811_182606_294,199,3962.7,synthetic_debug_fixture
20260811_182606_294,200,4154.4,synthetic_debug_fixture
20260811_182606_294,201,3888.2,synthetic_debug_fixture
20260811_182606_294,202,3981.2,synthetic_debug_fixture
20260811_182606_294,203,3451.0,synthetic_debug_fixture
20260811_182606_294,204,3822.7,synthetic_debug_fixture
20260811_182606_294,205,3657.7,synthetic_debug_fixture
20260811_182606_294,206,3573.5,synthetic_debug_fixture
20260811_182606_294,207,3627.1,synthetic_debug_fixture
20260811_182606_294,208,3720.0,synthetic_debug_fixture
20260811_182606_294,209,3948.8,synthetic_debug_fixture
20260811_182606_294,210,3507.3,synthetic_debug_fixture
20260811_182606_294,211,3757.2,synthetic_debug_fixture
20260811_182606_294,212,3648.0,synthetic_debug_fixture
20260811_182606_294,213,3668.0,synthetic_debug_fixture
20260811_182606_294,214,3913.7,synthetic_debug_fixture
20260811_182606_294,215,3815.1,synthetic_debug_fixture
20260811_182606_294,216,3959.5,synthetic_debug_fixture
20260811_182606_294,217,3664.2,synthetic_debug_fixture
20260811_182606_294,218,3551.8,synthetic_debug_fixture
20260811_182606_294,219,3634.3,synthetic_debug_fixture
20260811_182606_294,220,3716.1,synthetic_debug_fixture
20260811_182606_294,221,3696.0,synthetic_debug_fixture
20260811_182606_294,222,3446.7,synthetic_debug_fixture
20260811_182606_294,223,3665.5,synthetic_debug_fixture
20260811_182606_294,224,3685.5,synthetic_debug_fixture
20260811_182606_294,225,4118.9,synthetic_debug_fixture
20260811_182606_294,226,3990.2,synthetic_debug_fixture
20260811_182606_294,227,3460.6,synthetic_debug_fixture
20260811_182606_294,228,3564.2,synthetic_debug_fixture
20260811_182606_294,229,3333.7,synthetic_debug_fixture
20260811_182606_294,230,3496.9,synthetic_debug_fixture
20260811_182606_294,231,3666.9,synthetic_debug_fixture
20260811_182606_294,232,3834.2,synthetic_debug_fixture
20260811_182606_294,233,3459.5,synthetic_debug_fixture
20260811_182606_294,234,3470.9,synthetic_debug_fixture
20260811_182606_294,235,3181.7,synthetic_debug_fixture
20260811_182606_294,236,3560.6,synthetic_debug_fixture
20260811_182606_294,237,3386.0,synthetic_debug_fixture
20260811_182606_294,238,3486.8,synthetic_debug_fixture
20260811_182606_294,239,3419.0,synthetic_debug_fixture
20260811_182606_294,240,3568.6,synthetic_debug_fixture
20260811_182606_294,241,3248.8,synthetic_debug_fixture
20260811_182606_294,242,3304.6,synthetic_debug_fixture
20260811_182606_294,243,3995.5,synthetic_debug_fixture
20260811_182606_294,244,3340.2,synthetic_debug_fixture
20260811_182606_294,245,3377.9,synthetic_debug_fixture
20260811_182606_294,246,3942.7,synthetic_debug_fixture
20260811_182606_294,247,4149.6,synthetic_debug_fixture
20260811_182606_294,248,3369.0,synthetic_debug_fixture
20260811_182606_294,249,3525.8,synthetic_debug_fixture
20260811_182606_294,250,3665.0,synthetic_debug_fixture
20260811_182606_294,251,3934.6,synthetic_debug_fixture
20260811_182606_294,252,3416.9,synthetic_debug_fixture
20260811_182606_294,253,3563.2,synthetic_debug_fixture
20260811_182606_294,254,3763.9,synthetic_debug_fixture
20260811_182606_294,255,3702.9,synthetic_debug_fixture
20260811_182606_294,256,3552.2,synthetic_debug_fixture
20260811_182606_294,257,3604.1,synthetic_debug_fixture
20260811_182606_294,258,3371.6,synthetic_debug_fixture
20260811_182606_294,259,3596.0,synthetic_debug_fixture
20260811_182606_294,260,3597.0,synthetic_debug_fixture
20260811_182606_294,261,3699.5,synthetic_debug_fixture
20260811_182606_294,262,3555.4,synthetic_debug_fixture
20260811_182606_294,263,3760.1,synthetic_debug_fixture
20260811_182606_294,264,3871.8,synthetic_debug_fixture
20260811_182606_294,265,3715.3,synthetic_debug_fixture
20260811_182606_294,266,3761.4,synthetic_debug_fixture
20260811_182606_294,267,3712.9,synthetic_debug_fixture
20260811_182606_294,268,3711.8,synthetic_debug_fixture
20260811_182606_294,269,3582.7,synthetic_debug_fixture
20260811_182606_294,270,3791.7,synthetic_debug_fixture
20260811_182606_294,271,3722.3,synthetic_debug_fixture
20260811_182606_294,272,4153.2,synthetic_debug_fixture
20260811_182606_294,273,4064.1,synthetic_debug_fixture
20260811_182606_294,274,3847.0,synthetic_debug_fixture
20260811_182606_294,275,3637.7,synthetic_debug_fixture
20260811_182606_294,276,3582.1,synthetic_debug_fixture
20260811_182606_294,277,4036.2,synthetic_debug_fixture
20260811_182606_294,278,3870.1,synthetic_debug_fixture
20260811_182606_294,279,3924.2,synthetic_debug_fixture
20260811_182606_294,280,3509.7,synthetic_debug_fixture
20260811_182606_294,281,4035.6,synthetic_debug_fixture
20260811_182606_294,282,3958.0,synthetic_debug_fixture
20260811_182606_294,283,3671.0,synthetic_debug_fixture
20260811_182606_294,284,3807.4,synthetic_debug_fixture
20260811_182606_294,285,3962.5,synthetic_debug_fixture
20260811_182606_294,286,3936.1,synthetic_debug_fixture
20260811_182606_294,287,3884.3,synthetic_debug_fixture
20260811_182606_294,288,3935.2,synthetic_debug_fixture
20260811_182606_294,289,3921.6,synthetic_debug_fixture
20260811_182606_294,290,4014.3,synthetic_debug_fixture
20260811_182606_294,291,4282.9,synthetic_debug_fixture
20260811_182606_294,292,3523.0,synthetic_debug_fixture
20260811_182606_294,293,3986.1,synthetic_debug_fixture
20260811_182606_294,294,4081.4,synthetic_debug_fixture
20260811_182606_294,295,4120.4,synthetic_debug_fixture
20260811_182606_294,296,4008.4,synthetic_debug_fixture
20260811_182606_294,297,3759.0,synthetic_debug_fixture
20260811_182606_294,298,4175.9,synthetic_debug_fixture
20260811_182606_294,299,4461.4,synthetic_debug_fixture
20260811_182606_294,300,3852.2,synthetic_debug_fixture
20260811_182606_294,301,4329.7,synthetic_debug_fixture
20260811_182606_294,302,4118.0,synthetic_debug_fixture
20260811_182606_294,303,4186.7,synthetic_debug_fixture
20260811_182606_294,304,4013.8,synthetic_debug_fixture
20260811_182606_294,305,4169.4,synthetic_debug_fixture
20260811_182606_294,306,4501.0,synthetic_debug_fixture
20260811_182606_294,307,4381.1,synthetic_debug_fixture
20260811_182606_294,308,4619.9,synthetic_debug_fixture
20260811_182606_294,309,4531.4,synthetic_debug_fixture
20260811_182606_294,310,4407.8,synthetic_debug_fixture
20260811_182606_294,311,4676.6,synthetic_debug_fixture
20260811_182606_294,312,4444.4,synthetic_debug_fixture
20260811_182606_294,313,4537.5,synthetic_debug_fixture
20260811_182606_294,314,4340.1,synthetic_debug_fixture
20260811_182606_294,315,4428.3,synthetic_debug_fixture
20260811_182606_294,316,4300.2,synthetic_debug_fixture
20260811_182606_294,317,4642.8,synthetic_debug_fixture
20260811_182606_294,318,4245.2,synthetic_debug_fixture
20260811_182606_294,319,4640.3,synthetic_debug_fixture
20260811_182606_294,320,4472.2,synthetic_debug_fixture
20260811_182606_294,321,4752.4,synthetic_debug_fixture
20260811_212352_867,0,5110.0,synthetic_debug_fixture
20260811_212352_867,1,4927.3,synthetic_debug_fixture
20260811_212352_867,2,4511.7,synthetic_debug_fixture
20260811_212352_867,3,4827.2,synthetic_debug_fixture
20260811_212352_867,4,4641.5,synthetic_debug_fixture
20260811_212352_867,5,4793.3,synthetic_debug_fixture
20260811_212352_867,6,5209.3,synthetic_debug_fixture
20260811_212352_867,7,5067.7,synthetic_debug_fixture
20260811_212352_867,8,4837.1,synthetic_debug_fixture
20260811_212352_867,9,4802.5,synthetic_debug_fixture
20260811_212352_867,10,5029.1,synthetic_debug_fixture
20260811_212352_867,11,4814.6,synthetic_debug_fixture
20260811_212352_867,12,4944.6,synthetic_debug_fixture
20260811_212352_867,13,5158.4,synthetic_debug_fixture
20260811_212352_867,14,5345.0,synthetic_debug_fixture
20260811_212352_867,15,5264.5,synthetic_debug_fixture
20260811_212352_867,16,4731.9,synthetic_debug_fixture
20260811_212352_867,17,5254.1,synthetic_debug_fixture
20260811_212352_867,18,5233.0,synthetic_debug_fixture
20260811_212352_867,19,5321.8,synthetic_debug_fixture
20260811_212352_867,20,5575.4,synthetic_debug_fixture
20260811_212352_867,21,4891.4,synthetic_debug_fixture
20260811_212352_867,22,5196.0,synthetic_debug_fixture
20260811_212352_867,23,5444.6,synthetic_debug_fixture
20260811_212352_867,24,5048.6,synthetic_debug_fixture
20260811_212352_867,25,5656.3,synthetic_debug_fixture
20260811_212352_867,26,5463.9,synthetic_debug_fixture
20260811_212352_867,27,5575.5,synthetic_debug_fixture
20260811_212352_867,28,5322.5,synthetic_debug_fixture
20260811_212352_867,29,5607.1,synthetic_debug_fixture
20260811_212352_867,30,5674.2,synthetic_debug_fixture
20260811_212352_867,31,5531.4,synthetic_debug_fixture
20260811_212352_867,32,5548.8,synthetic_debug_fixture
20260811_212352_867,33,5572.3,synthetic_debug_fixture
20260811_212352_867,34,5370.5,synthetic_debug_fixture
20260811_212352_867,35,5523.3,synthetic_debug_fixture
20260811_212352_867,36,5537.1,synthetic_debug_fixture
20260811_212352_867,37,5654.1,synthetic_debug_fixture
20260811_212352_867,38,5786.0,synthetic_debug_fixture
20260811_212352_867,39,5403.6,synthetic_debug_fixture
20260811_212352_867,40,5595.1,synthetic_debug_fixture
20260811_212352_867,41,5915.1,synthetic_debug_fixture
20260811_212352_867,42,5498.7,synthetic_debug_fixture
20260811_212352_867,43,5493.9,synthetic_debug_fixture
20260811_212352_867,44,5700.1,synthetic_debug_fixture
20260811_212352_867,45,5832.2,synthetic_debug_fixture
20260811_212352_867,46,5680.4,synthetic_debug_fixture
20260811_212352_867,47,5940.8,synthetic_debug_fixture
20260811_212352_867,48,5856.9,synthetic_debug_fixture
20260811_212352_867,49,5860.0,synthetic_debug_fixture
20260811_212352_867,50,5810.1,synthetic_debug_fixture
20260811_212352_867,51,6155.2,synthetic_debug_fixture
20260811_212352_867,52,5672.7,synthetic_debug_fixture
20260811_212352_867,53,5330.6,synthetic_debug_fixture
20260811_212352_867,54,6025.7,synthetic_debug_fixture
20260811_212352_867,55,5631.4,synthetic_debug_fixture
20260811_212352_867,56,5740.9,synthetic_debug_fixture
20260811_212352_867,57,5971.8,synthetic_debug_fixture
20260811_212352_867,58,5412.2,synthetic_debug_fixture
20260811_212352_867,59,5478.2,synthetic_debug_fixture
20260811_212352_867,60,5409.1,synthetic_debug_fixture
20260811_212352_867,61,5561.3,synthetic_debug_fixture
20260811_212352_867,62,5794.7,synthetic_debug_fixture
20260811_212352_867,63,5806.7,synthetic_debug_fixture
20260811_212352_867,64,5754.2,synthetic_debug_fixture
20260811_212352_867,65,5424.2,synthetic_debug_fixture
20260811_212352_867,66,5245.6,synthetic_debug_fixture
20260811_212352_867,67,5692.5,synthetic_debug_fixture
20260811_212352_867,68,5583.7,synthetic_debug_fixture
20260811_212352_867,69,5754.0,synthetic_debug_fixture
20260811_212352_867,70,5791.4,synthetic_debug_fixture
20260811_212352_867,71,5673.2,synthetic_debug_fixture
20260811_212352_867,72,5782.1,synthetic_debug_fixture
20260811_212352_867,73,5668.9,synthetic_debug_fixture
20260811_212352_867,74,5714.8,synthetic_debug_fixture
20260811_212352_867,75,5465.2,synthetic_debug_fixture
20260811_212352_867,76,5552.9,synthetic_debug_fixture
20260811_212352_867,77,5611.3,synthetic_debug_fixture
20260811_212352_867,78,5716.6,synthetic_debug_fixture
20260811_212352_867,79,5468.4,synthetic_debug_fixture
20260811_212352_867,80,5628.5,synthetic_debug_fixture
20260811_212352_867,81,5461.1,synthetic_debug_fixture
20260811_212352_867,82,5472.8,synthetic_debug_fixture
20260811_212352_867,83,5637.2,synthetic_debug_fixture
20260811_212352_867,84,5077.4,synthetic_debug_fixture
20260811_212352_867,85,5192.7,synthetic_debug_fixture
20260811_212352_867,86,5138.0,synthetic_debug_fixture
20260811_212352_867,87,4955.1,synthetic_debug_fixture
20260811_212352_867,88,5252.9,synthetic_debug_fixture
20260811_212352_867,89,5506.6,synthetic_debug_fixture
20260811_212352_867,90,5287.1,synthetic_debug_fixture
20260811_212352_867,91,5358.4,synthetic_debug_fixture
20260811_212352_867,92,5507.7,synthetic_debug_fixture
20260811_212352_867,93,5531.3,synthetic_debug_fixture
20260811_212352_867,94,5240.5,synthetic_debug_fixture
20260811_212352_867,95,5490.7,synthetic_debug_fixture
20260811_212352_867,96,5225.1,synthetic_debug_fixture
20260811_212352_867,97,5023.0,synthetic_debug_fixture
20260811_212352_867,98,5045.6,synthetic_debug_fixture
20260811_212352_867,99,4851.2,synthetic_debug_fixture
20260811_212352_867,100,4940.3,synthetic_debug_fixture
20260811_212352_867,101,5017.2,synthetic_debug_fixture
20260811_212352_867,102,5215.1,synthetic_debug_fixture
20260811_212352_867,103,5365.9,synthetic_debug_fixture
20260811_212352_867,104,4744.6,synthetic_debug_fixture
20260811_212352_867,105,5059.6,synthetic_debug_fixture
20260811_212352_867,106,4758.5,synthetic_debug_fixture
20260811_212352_867,107,5023.3,synthetic_debug_fixture
20260811_212352_867,108,4880.8,synthetic_debug_fixture
20260811_212352_867,109,4528.1,synthetic_debug_fixture
20260811_212352_867,110,5031.5,synthetic_debug_fixture
20260811_212352_867,111,4710.6,synthetic_debug_fixture
20260811_212352_867,112,4697.8,synthetic_debug_fixture
20260811_212352_867,113,4568.3,synthetic_debug_fixture
20260811_212352_867,114,4621.5,synthetic_debug_fixture
20260811_212352_867,115,4802.7,synthetic_debug_fixture
20260811_212352_867,116,4657.7,synthetic_debug_fixture
20260811_212352_867,117,4730.7,synthetic_debug_fixture
20260811_212352_867,118,4710.6,synthetic_debug_fixture
20260811_212352_867,119,4868.4,synthetic_debug_fixture
20260811_212352_867,120,4522.8,synthetic_debug_fixture
20260811_212352_867,121,4279.0,synthetic_debug_fixture
20260811_212352_867,122,4741.5,synthetic_debug_fixture
20260811_212352_867,123,4447.2,synthetic_debug_fixture
20260811_212352_867,124,4699.3,synthetic_debug_fixture
20260811_212352_867,125,4533.6,synthetic_debug_fixture
20260811_212352_867,126,4409.7,synthetic_debug_fixture
20260811_212352_867,127,4476.9,synthetic_debug_fixture
20260811_212352_867,128,4760.0,synthetic_debug_fixture
20260811_212352_867,129,4759.8,synthetic_debug_fixture
20260811_212352_867,130,4350.4,synthetic_debug_fixture
20260811_212352_867,131,4344.1,synthetic_debug_fixture
20260811_212352_867,132,4496.7,synthetic_debug_fixture
20260811_212352_867,133,4104.7,synthetic_debug_fixture
20260811_212352_867,134,4308.4,synthetic_debug_fixture
20260811_212352_867,135,4217.3,synthetic_debug_fixture
20260811_212352_867,136,4260.7,synthetic_debug_fixture
20260811_212352_867,137,4019.1,synthetic_debug_fixture
20260811_212352_867,138,3853.0,synthetic_debug_fixture
20260811_212352_867,139,3739.7,synthetic_debug_fixture
20260811_212352_867,140,3903.2,synthetic_debug_fixture
20260811_212352_867,141,4010.2,synthetic_debug_fixture
20260811_212352_867,142,4023.0,synthetic_debug_fixture
20260811_212352_867,143,4432.7,synthetic_debug_fixture
20260811_212352_867,144,4255.2,synthetic_debug_fixture
20260811_212352_867,145,3840.8,synthetic_debug_fixture
20260811_212352_867,146,4075.4,synthetic_debug_fixture
20260811_212352_867,147,3914.3,synthetic_debug_fixture
20260811_212352_867,148,3922.2,synthetic_debug_fixture
20260811_212352_867,149,3997.3,synthetic_debug_fixture
20260811_212352_867,150,4066.2,synthetic_debug_fixture
20260811_212352_867,151,3868.4,synthetic_debug_fixture
20260811_212352_867,152,4124.6,synthetic_debug_fixture
20260811_212352_867,153,3688.5,synthetic_debug_fixture
20260811_212352_867,154,3897.1,synthetic_debug_fixture
20260811_212352_867,155,4383.4,synthetic_debug_fixture
20260811_212352_867,156,3917.0,synthetic_debug_fixture
20260811_212352_867,157,4139.4,synthetic_debug_fixture
20260811_212352_867,158,3872.6,synthetic_debug_fixture
20260811_212352_867,159,3958.1,synthetic_debug_fixture
20260811_212352_867,160,3827.9,synthetic_debug_fixture
20260811_212352_867,161,3799.0,synthetic_debug_fixture
20260811_212352_867,162,3675.7,synthetic_debug_fixture
20260811_212352_867,163,3902.3,synthetic_debug_fixture
20260811_212352_867,164,3651.3,synthetic_debug_fixture
20260811_212352_867,165,3938.3,synthetic_debug_fixture
20260811_212352_867,166,4015.4,synthetic_debug_fixture
20260811_212352_867,167,3874.7,synthetic_debug_fixture
20260811_212352_867,168,3747.3,synthetic_debug_fixture
20260811_212352_867,169,3888.2,synthetic_debug_fixture
20260811_212352_867,170,3741.2,synthetic_debug_fixture
20260811_212352_867,171,3980.2,synthetic_debug_fixture
20260811_212352_867,172,3449.9,synthetic_debug_fixture
20260811_212352_867,173,3738.8,synthetic_debug_fixture
20260811_212352_867,174,3423.3,synthetic_debug_fixture
20260811_212352_867,175,3521.7,synthetic_debug_fixture
